"","IF_line","LD1","LD2","LD3"
"104",10,5.61581741710842,1.97863624181017,0.656789533624066
"105",10,8.56749068300993,-0.487257398808923,1.88589964548551
"106",10,5.04393140083935,0.713879798643318,3.24696233517883
"107",10,2.89869724436593,2.51514493266185,0.421392915168292
"108",10,4.68785357195454,1.99833589433232,0.7360846907874
"109",10,3.34858461431072,-0.098166734859941,2.21599450617421
"110",10,5.57607400916558,0.198229234224907,0.237624256477308
"111",10,6.27337772927403,1.73113019542526,0.313785151399592
"112",10,2.92980165913724,0.701390799208431,-0.753513222248707
"113",10,7.19253532380038,2.99886799625407,0.434213154550131
"114",10,5.06891839707952,2.36900974794404,1.42554757321969
"115",10,5.95106518190423,1.71668836783474,2.37871446874425
"116",10,3.7788924574823,1.7470130504507,1.81444464363859
"117",10,5.11959510889999,1.39417516904625,2.79023211308589
"118",10,3.9801237299763,2.08575473866992,1.47838550445745
"119",10,2.43507379663912,0.798492581556682,0.53161743557859
"120",10,5.63915757055343,1.37371352050403,1.11356938290873
"121",10,5.91164500781473,0.271671015110518,1.61634843195444
"122",10,4.64731351925741,0.300771824020144,0.196877733613651
"123",10,4.69957617926948,0.787400353897234,-0.405486040020559
"124",10,5.09730943041624,-0.137835072705855,0.116600663346481
"125",10,5.76827268236735,1.36770017118098,-2.82924912435721
"126",10,2.21799936467138,2.09783920165476,0.867986723109738
"127",10,4.87611256093596,0.259564357152833,0.524277489402925
"128",10,3.83452927094689,1.02159075350766,1.02086992132683
"129",10,5.23312599602713,1.4830373536885,-0.480399769014698
"130",10,3.14367805461735,0.754124076620029,-0.124348479616796
"131",10,2.48988399734941,0.192485476925366,-0.172676158253289
"132",10,-0.322441180467113,-3.22859058110647,-1.33316593267512
"133",10,-0.993181767993014,-3.76032274492015,-0.498991284524436
"134",10,-1.26787990996547,-3.9625425600107,-1.15891156071079
"135",10,-0.364392620950641,-3.29376020444713,-0.944503802109071
"136",10,-1.18027346665567,-2.84893069341125,-0.863220820616468
"137",10,-0.0190553996432059,-4.06123132855431,-0.8811936846157
"138",10,-0.2230955912515,-3.52870834716674,-0.537839126282069
"139",10,-0.762212650668718,-2.20489028800669,-0.503072808142002
"140",10,-0.329042407084218,-3.134564816873,-1.30067724437386
"141",10,-0.45985620606675,-2.71881111538176,-2.49815924020632
"142",10,1.22538015000031,-4.46878366124973,-2.18252522102081
"143",10,0.852829192530172,-3.37962279129739,-2.58434637155421
"144",10,0.252017154280526,-4.42123990908276,-1.8448051514338
"145",10,-0.146684627830031,-3.52978051390514,-0.888172823239334
"146",10,-0.56403962688247,-2.50525603970415,-0.46834427278551
"147",10,0.142274808776072,-5.33703783789485,-2.61173962922358
"148",10,-0.149244371886514,-3.81218832543314,-1.76175100965319
"149",10,-0.691650152242975,-6.26728998099469,-1.48608085535981
"150",10,-0.43743634748801,-2.07516117386101,0.208726270018055
"151",10,0.311707748995943,-3.95566100578249,-2.13016632258769
"152",10,-0.169279861194951,-2.42492380064095,-1.43034992345515
"153",10,1.0286190740401,-4.1825801594189,-2.59245850544501
"154",10,0.1755497996653,-4.26326946193999,-2.56511560255459
"155",10,-0.561368430066576,-3.72215821537638,-0.244678632736511
"156",10,-0.0846135483317517,-2.22878936972841,-1.92301350005517
"157",10,0.923419340139193,-3.80895894601988,-1.50462619747057
"158",10,0.764329435967235,-3.61445149465918,-1.7321593023107
"159",10,1.31763082589556,-4.05159201965325,-0.667769400692314
"160",10,1.99080708564509,-3.80625905780873,-0.899043033063698
"161",10,1.72410606034039,-2.59418065217404,-1.26706812568855
"162",10,1.76088576241167,-3.88069159317207,-1.88188382552297
"163",10,1.55106429190323,-4.57063109733768,-0.348280504623369
"164",10,-1.06115120226101,-2.15783888958312,-0.477183697503155
"165",10,1.80874461983813,-5.10922963446054,-1.96037303080407
"166",10,0.665830294150729,-3.40625775722423,0.246696772188444
"167",10,1.08332450450892,-3.00158696460144,-0.499939013797429
"168",10,-0.781987604677954,-3.54427565952612,-1.58324847653326
"169",10,0.353981475435648,-4.029702653381,-1.26276882266807
"170",10,-0.656253435024171,-5.06291254454098,-0.614485622242174
"171",10,2.73418199679078,-2.02335667171229,-0.853739395942841
"172",10,-0.226245147006877,-4.47820215407289,-2.22747748264099
"173",10,0.195828043923901,-5.23266727459096,-2.3794443259493
